,score
12495,59.029309801449735
327711,46.79459223724379
171669,61.19647613194018
329873,33.55263157894737
287954,36.658511010136316
283355,29.673081993145267
40628,61.46475017111568
199561,44.77117361582216
232,66.08695652173913
172287,49.77736609060815
528,52.26472659000234
329082,27.88437577871916
182340,33.07943416757345
315767,32.145910515816475
146278,51.38470368776008
2653,1.2769805930949973
143404,68.06515301085884
295770,6.041828040278854
54625,37.74038461538461
148319,49.9665253291676
310100,16.146341463414636
270673,55.99946373508513
54138,34.778028592927015
188,41.83758645361316
143986,72.9222100485209
282524,37.21198939713179
163068,27.736641985191113
318553,39.9650959860384
274638,27.99442896935933
233078,15.746723278567472
252446,49.855699855699854
363247,26.96335078534031
10,73.27126149653684
260605,40.8203307483883
276830,54.69387755102041
217398,42.11204121056021
46,56.419507340134366
203420,42.87136779216077
297030,31.545741324921135
194607,51.1002444987775
37046,48.42581567039772
351040,34.59022701038862
105551,46.142469805274835
195137,43.21203638908327
65781,46.77271336800245
221107,0.40040198147647243
299121,24.261771747805266
302723,28.986301369863014
182189,70.28498238872879
21790,60.0263718429861
198773,55.656401944894654
340,74.54396950721481
8125,56.45622735075339
38823,34.4571813890762
126042,0.4470671146602082
168917,56.3692480359147
150312,77.5844716031632
42215,59.04353672886199
156566,56.96492953130121
15511,71.02507140590288
370591,32.89353958143767
291508,48.519788095980054
298102,41.568396226415096
104162,38.581793402012266
50,54.63852857494903
35503,65.50522648083623
151007,48.1103552532124
169255,42.92814247256161
271319,45.62558795860772
37358,58.44559585492228
267813,61.97183098591549
90040,65.88094286855774
314491,31.692959736284436
208895,73.26304406596378
205359,44.023052612009664
218421,26.516853932584272
298047,39.126589275843
206480,19.129342821264128
251678,60.57765008316951
169794,52.7047913446677
165948,56.463768115942024
268620,70.5701394585726
181796,49.04027098231088
325698,59.742930591259636
224710,35.47826086956521
253759,47.924528301886795
24181,38.08373590982287
159508,48.66236795170805
162082,50.10816349766595
230244,46.89745264532985
300010,61.619523017193565
253684,60.47648136835675
342857,43.0622009569378
318084,44.06668846028114
214887,36.33820329499534
200057,50.66535239034007
281194,46.58703071672355
310632,50.77092511013216
143741,64.16448534999579
350184,30.962635316028404
235014,43.08437067773168
244114,31.237239689669256
156009,59.952522255192875
7480,45.91463414634146
284189,25.754884547069274
2511,37.21740814251827
77130,45.75513851653262
15126,26.16
23540,25.731382978723406
269725,73.53233830845771
242653,36.07142857142857
138161,99.3563025210084
56931,66.2136832239925
286537,44.518716577540104
3,45.223564578403284
270633,13.406682966585167
38992,67.45133544590313
204583,53.41827983337417
193308,63.9198949441891
198994,42.98189064056731
128667,71.39852786540484
206940,64.27184466019418
73664,57.68772348033373
272380,43.588269120184016
124742,32.64043804502129
216459,61.8977888417045
228372,45.41420118343195
161614,43.26292789512017
121410,67.64014770057067
215841,61.781445645987475
8203,76.25950233722082
67877,68.02041722148246
246663,50.97940733299849
219101,26.17960426179604
37904,61.38799292477369
355093,29.850746268656714
221,61.73341071774038
57925,68.80998080614204
312251,52.63407688656858
30658,56.21103117505996
120677,25.505620392460294
285774,24.47282861124013
218333,54.882154882154886
130176,62.27792650279873
34194,65.96421471172962
153016,37.51320887636492
284083,30.78684210526316
54043,44.91343100092204
235555,28.31608654750706
234671,39.375227025063566
483,51.189205671596284
146652,33.11222522175087
6205,39.83050847457627
245934,40.01928640308582
55600,45.46134663341646
12493,32.133555578706115
1198,0.8869445093157377
274841,64.37679967091732
145639,62.591743119266056
332290,45.05494505494506
27225,76.28726287262873
85897,46.173657100809415
229853,28.48754166005396
20100,64.60602820290049
24800,41.1437908496732
123540,62.50647539350468
283294,49.43991853360489
904,59.5014450867052
156714,51.61013310433663
229491,39.78372225384177
1107,0.18103449136194022
586,31.595227574016793
259298,39.05511811023622
319966,35.3040826698289
18,55.25850454698552
701,58.83524141363863
177802,46.788990825688074
71836,71.63186388244392
336794,41.22298365840801
177524,69.73208491702975
54998,42.265087853323145
309110,56.91662785281788
2507,55.23598820058997
223215,59.7007722007722
175293,66.60516605166052
243759,34.4997266265719
1915,46.934673366834176
38718,28.310940499040306
280480,38.372456964006254
55427,56.284957315278184
191862,58.57999868152153
174078,69.58456973293768
128621,40.16418364244451
128721,42.13197969543147
53093,44.83246814535158
5072,57.88894997251237
169427,13.5993135993136
150658,52.35822035516517
65901,45.69802477402076
143405,59.874711506758985
283864,47.953216374269005
1231,66.38861629048087
15363,54.22654747086115
177678,45.0260078023407
270844,43.319779262271275
12902,54.086484038940455
79828,42.77207652350184
257501,53.471725125268435
165838,30.94571908226077
131111,29.95475113122172
69779,38.4190395240119
63759,65.93028964162984
227224,32.27123369511102
1634,45.26732673267327
9220,2.321047917119495
335764,15.917602996254681
96913,45.72905331882481
2065,49.171270718232044
21551,25.344036697247706
256606,53.41719077568135
233208,45.775862068965516
336382,22.04168138466973
10093,64.76237787713197
8098,99.64800322638997
3097,22.815533980582526
442,68.37425910245555
180199,35.27272727272727
171499,99.61350514402477
212402,56.76004872107187
230253,28.60470040228668
58281,51.47775746496039
346965,40.57052297939778
230267,61.92727272727273
309430,59.47506561679789
176734,31.837213197119414
254018,62.54653760238272
6830,49.27076727964489
119506,39.44849589790337
204516,40.43649590785086
217083,41.22412241224123
131646,52.758979698073915
256916,16.888800477421924
102652,51.008645533141205
159504,34.171597633136095
70,68.87525562372187
43443,72.9903536977492
306040,38.75502008032129
300322,26.66015625
8190,66.78362573099416
209418,33.16837251152851
203427,62.6487845766974
492,65.48507462686567
325022,32.28486646884273
367220,45.02868068833652
11170,47.3921520838411
316546,42.79741543139491
40834,36.58867106333002
197443,57.1568053114626
115,61.72710670493087
127024,70.97257605274989
43570,58.45450566551573
43015,33.970905172413794
30957,54.441322671277284
301716,60.198456449834616
2397,70.63060414523005
312318,41.66020170674942
264982,45.33398821218075
238546,40.51155115511551
104955,57.10321864594895
113294,59.73406475463597
40354,0.08843734109694208
116954,69.6031268791341
268201,36.59957627118644
223040,42.21009147241074
368058,41.73602853745541
75449,52.30914231856739
875,33.72058385463211
200853,47.823779193205944
198740,52.51121076233184
277700,39.482200647249186
264055,61.1607502213636
301767,56.608344549125164
22825,51.547464239271775
6472,49.77676451030683
155624,53.182751540041075
34707,69.66681090437041
26,50.52248977737393
144733,32.57830775375135
353288,31.643356643356647
240855,46.11494252873563
255675,43.912290825158685
256320,58.54430379746836
302260,74.85122327529204
108745,46.122566335332294
156776,48.83647798742138
111341,31.18374558303887
1041,55.19015659955257
822,37.73837408389873
361,75.2340425531915
266083,72.50927397986221
19857,99.20282021337037
241590,44.06856111862878
16986,72.535288324762
216091,61.2072008471585
339484,60.82209377007065
144592,37.224383916990924
292375,25.811082400229683
163412,40.380196365155626
125618,55.770466062379555
28181,22.248803827751196
169611,57.95516675779114
98918,47.69230769230769
163805,59.25542916235781
230085,46.56616415410385
143515,52.02275600505689
325635,21.509777171441563
184921,44.92224016316818
300877,57.993639780283324
244331,55.40136635354398
70919,55.571056547619044
104363,54.97534737785747
175914,23.515862213380796
2081,37.50997605746209
31627,38.72739254594713
179172,45.46594233180109
193949,31.921824104234524
9209,33.75291070838527
296912,55.532716683795826
299047,42.18042493904563
13642,59.73338203067933
1035,42.02002355712603
296237,31.67144906743185
228504,63.995174077904174
270109,57.379596064215434
6411,70.15928322548531
215312,65.10474090407938
337787,56.37162586315129
299252,61.95628651806968
156129,43.85866778539132
1301,45.25368248772504
341530,55.68233683249658
354570,8.628318584070795
223376,23.297137216189537
282954,49.23817161186849
91873,55.164753794890785
202408,59.826325411334544
238393,46.76145339652449
12942,61.65690571306675
205418,60.50212164073551
360265,27.927927927927925
29934,63.399742930591266
328326,27.11864406779661
62227,36.57786885245902
22484,59.691848906560644
309105,99.92083466024293
66510,0.0976390907783972
325555,38.55619360131255
2163,43.977005487326885
37111,33.260971769732855
120,75.5749857441551
170042,33.31867551998593
144797,35.702117303480165
191051,48.697799730579256
308765,25.940187395713004
163370,59.25457991156032
121408,55.310958739323944
194594,53.96771699207423
150999,62.24040276903713
104020,47.979614124499456
215311,49.30971007823286
187700,40.0
362986,40.72547403132729
903,68.74166296131614
38159,54.09552091066567
316412,30.868924889543447
42487,68.68327402135232
92415,54.55975570258641
269511,33.33329444441204
262543,40.0
284584,49.99993125002578
201921,40.005462976238256
165722,39.99389010058342
305985,49.99498831815706
317311,66.6650556581231
158889,49.97829378672759
34119,25.093336401084127
136955,99.96940991118878
137988,99.91757324990526
324090,0.013496241296798842
94,50.0079093592421
168609,66.65781670723547
116998,0.22076593237276596
42910,55.90578455143748
12891,49.980925959768754
13780,63.63636363636363
300683,54.66130114017438
155068,37.6556420233463
350933,31.81135476118955
42052,39.581607290803646
205716,50.22435897435897
274124,34.533762057877816
276498,49.97681965693092
1465,62.87347842124677
175307,55.83195135433942
180511,45.80241187384044
124708,50.87728486880009
98229,50.89166888474846
334065,45.21384928716905
4636,76.52682926829269
15,56.866197183098585
264198,30.434782608695656
300583,64.32943795214246
188834,40.453001132502834
121,40.058429283382026
27588,71.49719775820657
271615,36.61560904449307
22038,62.043251304996275
119788,51.36958299264105
42776,42.970927917164474
79127,41.60870879951617
148203,0.23311580511199628
199966,45.107564191533655
39463,40.596660203890174
149155,68.74312935141077
39953,61.324991979467434
312267,57.664783427495294
195571,53.374549201442555
175117,65.39700064403348
277659,16.16958343603648
214880,29.873217115689382
554,60.118478884005356
157354,32.421084201844494
369880,40.68457538994801
91,23.703849175176746
232918,57.45975923170567
66837,0.022979708917026265
144239,74.98863368523294
361545,99.81393854684508
527,99.86841960986415
27976,42.18029350104822
233020,0.3874419880933917
54,51.081463513240344
202077,28.317659352142112
140,73.20852162685604
139898,45.50161812297734
101721,40.31146285422517
12477,68.86503067484662
216632,51.341681574239715
233312,43.77638666472558
103,55.88602849287678
103092,61.846604787493895
254640,40.77749528417945
221769,37.270550678371904
321277,52.94915254237288
30645,47.11864406779661
194655,48.43560840440128
37387,60.29789419619929
340041,40.12251148545176
27364,64.96276916884685
71671,58.224016145307765
99975,76.13084589828776
220133,41.60530191458027
19999,66.11711199545196
106217,55.2760463045414
250881,39.87034035656402
104006,42.37667178250384
28259,68.9874676745574
172381,61.85053380782918
4099,59.85377201728149
313889,14.477766287487073
328866,24.320936063518598
25292,43.51467430207588
39856,97.27520723060978
60,57.231149567367126
192860,71.45405887600357
760,47.77058926385732
43022,56.69371196754563
183284,52.47588424437299
1568,61.71978751660026
272682,45.73780129335685
303553,46.471774193548384
438,99.64559882968858
182874,26.772597030476685
19622,33.700642791551886
243,26.498422712933756
179803,30.36876355748373
63888,46.54787174617361
38996,37.754303599374026
833,33.373277411623725
285533,45.09162303664922
222542,63.095740194010965
163602,56.555067072483375
150376,97.45824031129818
180974,59.04266839939355
196496,29.887218045112785
150997,27.07296849087894
134453,67.33668341708542
212445,29.331823329558325
170561,45.2015181637448
216734,41.84257602862254
18258,64.83230987246102
267609,18.661518661518663
3201,53.88511069309796
172931,58.99851264253842
318977,42.13434763886895
21133,28.13953488372093
196326,47.05882352941176
220308,18.38876395628674
112,65.28237536362724
24827,67.82608695652173
248005,54.46153846153846
82420,40.550688360450565
342070,21.4081826831589
332944,55.68306010928962
301255,34.322319622387056
83195,72.0242778464651
59946,60.2271486294638
284778,27.088036117381492
201808,98.68487177610349
172308,54.7816528430099
7854,35.80770995869665
9440,56.80964617513342
244522,40.73161068803099
82222,29.035628460975865
207243,37.32365981459089
144344,38.447530161620755
327,67.5105030701282
204184,48.454301075268816
155987,49.217033940338695
42452,70.75565912117176
219513,52.090787119856884
216132,99.29156358532755
855,61.19663084519315
336929,55.56146886641831
152470,40.03550821127386
1608,45.70943075615973
304285,63.46749226006192
170604,33.81410256410257
233678,69.82736408142232
143693,43.479427549194995
284435,52.106872258407556
147303,62.47058823529412
1403,70.2903157448612
349463,59.44540727902946
72125,31.07362727305078
197376,46.581732108047895
177639,53.21175278622087
218479,32.851985559566785
113997,53.921753921753925
198953,27.13978494623656
157001,44.833153928955866
128882,41.8292758471164
147949,53.727313634318286
155255,40.4344193817878
475,50.720685625243476
41114,51.565506384467376
118174,70.16274864376129
421,30.023640661938533
339906,54.29262394195889
287084,58.19477434679335
350316,27.15062360089543
322656,24.293193717277486
172818,47.000832213046536
68264,31.08839446782922
200680,27.770261960398475
178900,1.8244610681166058
333255,26.31578947368421
826,75.4546610708381
216201,58.55885229866319
16496,69.45337620578779
247763,0.4058983206990427
218074,28.589473684210525
174570,44.823747680890534
370913,36.30999213217939
196,57.46421267893661
253664,65.92191909689558
256589,47.76476849387972
123239,67.75777414075287
183231,65.8076923076923
143519,50.518937862245586
151347,36.104807097173506
3685,39.23958079454058
15985,31.451847541460577
177736,22.224333156014893
119890,48.736702127659576
179275,62.51843657817109
137269,60.34924703620634
129437,49.90708319380561
269144,45.32079478234491
256960,21.245847176079735
238992,56.40718562874252
255984,19.957716701902747
241451,24.573742540494457
158899,59.13480233311731
67492,49.56521739130435
293835,39.56043956043956
181521,49.94444444444445
121921,33.127341270788094
2987,72.82529682578144
1887,53.94117647058824
33154,75.71016879374228
232405,37.14313271604938
66188,53.12355033245709
36235,50.0
5782,50.00442334492349
283155,39.77887127149019
222509,35.2674780639683
279537,24.179722140112325
187273,56.586169045005484
66588,68.21931101407084
125548,63.05244549204478
228855,50.20369790034472
169786,1.7609766227323
318560,37.93884484711212
271324,35.35006923123232
213893,52.422839506172835
120217,66.36481241914618
30869,57.204257060990585
245638,35.83355188390593
28023,99.22982270909297
284936,50.14175779667882
227935,22.31298366294067
244115,43.58100431720064
88,59.565126489650844
196340,29.778368794326244
30380,56.51648749849015
232832,39.00560224089636
139976,31.51441892591953
173442,30.13574660633484
174837,41.965811965811966
203993,28.986496737976026
66362,49.76066144473455
161417,99.48434767616561
174430,0.8512931658949588
134157,65.43697848045674
249590,21.951219512195124
256680,19.03621670158635
305096,30.26295555897278
155969,75.17000194287935
104347,68.3318661971831
275467,51.704035874439455
340466,36.717505121784654
258036,51.18201355595966
316624,28.57142857142857
92828,47.59326705384388
1261,61.22320302648171
205317,43.827466534457116
276025,24.172856178257934
326494,40.12816600549283
271869,62.985842985842986
285265,50.66666666666667
97207,43.926388793517816
175095,20.546875
342942,97.14435471158747
338460,50.000549890571776
143884,1.1401093154372985
929,68.83697178603344
878,68.50393700787401
50750,52.22204649691602
332686,18.35704451583295
342848,43.66255144032922
24703,62.04039357845675
107529,60.74398249452953
202583,56.81665547347213
245354,44.52054794520548
21882,61.27584170112227
124172,72.89054033132064
157969,1.935896680008235
158900,0.34842893482856224
200511,36.69849931787176
19237,72.54766373604663
214029,33.34659769200159
230383,68.89995473064735
463,1.5179488569638893
173090,99.67698476788736
91872,53.46912794398472
118695,62.99948105864037
204305,37.92253521126761
248861,58.525604952166574
206915,54.56493784826404
288169,60.41464204729511
122515,33.965209634255125
220367,41.47880973850316
141572,56.52867736787759
322622,41.342756183745585
91514,68.54143232095988
191189,29.330095549807318
299659,16.874003189792663
272427,45.543175487465184
205398,53.07297830374753
172386,28.51541477665872
218293,58.13008130081301
220,57.10896726237545
302425,31.03448275862069
231733,21.682506159802887
29223,74.03381642512076
308119,14.93975903614458
3307,41.66666666666667
348450,99.82112875437576
338834,35.1063829787234
45315,45.768979769414834
125153,98.97179643542941
236191,40.93398235473076
331820,33.20079522862823
191300,58.00498753117207
160018,55.07921714818267
110327,0.9119824235583529
239188,37.59651832093219
298069,44.28838951310862
70512,48.561151079136685
145371,31.64806303348654
265402,35.53981436248168
124361,22.888326065954725
191231,61.25000000000001
22192,53.82760699216396
195043,74.20337394564199
304783,22.923902747079257
160499,65.34732942266132
179572,71.79833880625846
175223,53.53274883960805
244992,61.90804915090432
318009,31.033344338065366
245643,54.76618705035972
89409,38.61024033437827
170771,29.32581924441661
126163,66.12040542190744
246900,15.580244770419235
250458,41.72340925099789
491,51.49700598802395
285192,30.622861054072555
237179,26.433621366849962
38713,44.01433691756272
238799,33.992537313432834
299169,55.751321419582176
1382,63.352580295922046
13308,79.25185873605948
15987,46.99082380683857
217780,45.1067615658363
168,61.74116077384924
23094,55.118384401114206
154386,64.92914979757086
267378,64.37419906023068
73439,33.519185178681184
256997,30.88235294117647
161866,42.118768328445746
10640,62.668204536716644
206718,41.84988042891306
162286,48.61075707366811
233247,50.9093735426706
295905,42.857142857142854
269752,0.10821246779331417
166384,1.3126905502739221
316786,43.91608391608391
195856,63.66838255215389
161936,49.115935688984926
172047,45.59270516717325
266192,25.125676372841905
183394,49.88364389601902
18100,64.42908117752008
730,36.04541154210029
363307,41.17647058823529
109276,29.992553983618762
346501,43.88327721661055
90419,50.21131561008861
184824,28.341584158415838
296151,28.276961621683178
234477,45.33102052616363
503,59.23742996434549
241477,55.303983228511534
245961,36.9037884982284
131260,70.30060434816734
157026,43.99649430324277
219100,34.33283358320839
178054,60.393790230973124
233262,0.10094974558070542
242684,44.2652329749104
108906,44.6433645922137
25821,63.61804643013579
2393,58.79518072289157
176229,76.88876875253413
146910,37.861271676300575
295564,21.122112211221122
36932,41.2201743106158
168435,62.85923485264506
204135,67.54270696452038
157403,62.30797366495977
339789,23.445544554455445
18098,27.247655819084393
274450,48.395904436860064
9216,38.670985816844684
27173,52.35882773409578
203416,79.95901296896508
152162,50.00385897000719
350636,99.93993927971107
184424,25.330812854442343
222514,99.83317818505448
15364,57.409457535979755
253618,71.46912704045423
176396,54.156862745098046
338628,60.63560852293247
24480,51.950183979620725
187645,17.16532350158243
258779,25.07299980533385
1662,50.82319255547601
217372,37.01569288057452
20551,40.85498620989984
129948,56.99914383561644
22141,70.86783195338853
15817,62.552057304681
24068,62.898217366302475
170624,42.12654614652712
217861,59.30474604496253
35497,62.3342175066313
151771,38.56332703213611
233398,27.20943290286356
270239,33.12209547950993
29937,62.0415377817057
103185,60.95860566448802
14254,62.29221347331584
281474,17.74891774891775
242722,13.65015166835187
267319,50.63113604488079
299317,12.461059190031152
245655,30.195112710740666
136063,59.80656097317778
265736,52.83857349183424
132028,28.034371643394202
298371,52.435408725116474
163642,50.623885918003566
36218,40.78510248819182
205125,69.48545861297539
163166,48.70287097890004
293141,36.16052958212661
141517,48.20333041191937
98527,36.95881731784583
6249,98.80329761472274
238638,43.701399688958006
332800,24.200605856613937
287938,40.53537284894838
53953,99.58827570777177
200147,63.392550143266476
187617,28.952077947902165
164928,22.817005794367336
118,42.89796683219338
39683,46.7901570870789
359609,10.489014883061659
252752,42.15223097112861
8129,66.47150663544106
352697,33.33333333333333
176165,56.23947614593078
43528,53.35206744279406
271601,29.22727272727273
148949,41.258188761233825
170216,28.16147100171825
136991,69.869681268645
359152,43.96306818181818
284121,17.420814479638008
242302,40.38083111471235
210274,60.32632030914555
41933,66.01057579318449
95103,0.1926782273603083
185343,24.153081281072954
227789,39.41888619854721
481,65.83679114799446
24310,67.86783191667665
305682,53.94896719319563
279254,52.963525835866264
116,76.84471103494239
91984,57.16923076923077
261114,53.92093324692158
3284,60.43689320388349
251412,61.41078838174274
