,1,2,3,4,5,6,7,8,9,10
269207,13,18,46,95,324,"1,360","3,274","5,591","1,531",532
249259,17,17,36,107,259,782,"1,528","3,532","1,587",991
180593,11,21,82,199,463,"1,754","2,885","2,777",512,196
244654,6,7,41,64,174,522,848,"1,228",303,140
17226,35,58,153,312,666,"1,934","2,900","3,475","1,441",763
12761,10,8,27,81,174,563,823,757,119,40
218509,6,7,28,31,100,325,574,976,316,130
359970,20,36,73,105,160,427,709,984,341,136
151022,9,11,29,78,167,598,"1,029","1,628",603,303
25417,30,32,85,183,452,"999,999","2,424","3,048","1,100",542
363369,3,3,9,28,76,275,504,609,147,34
147151,60,119,"999,999",656,"1,563","999,999","5,819","4,316","999,999",409
242,37,"999,999",150,302,482,"1,341","999,999","1,211",417,215
342810,3,2,5,14,28,"999,999",187,598,417,206
2453,32,63,185,"999,999","1,997","6,919","8,770","999,999","1,311",640
156943,7,14,25,39,106,"999,999",845,"999,999",368,162
353470,3,2,13,32,77,"999,999",626,743,150,49
59959,43,81,131,277,628,"2,239","4,198","999,999","999,999",703
423,10,6,19,27,"999,999",149,286,455,221,"999,999"
147253,6,9,13,45,"999,999",465,706,681,111,31
312484,51,51,122,261,673,"2,358","5,485","15,668","8,782","4,253"
329551,18,8,32,64,109,268,496,"1,089",536,203
823,"999,999",124,288,607,"1,356","3,869","4,532","3,427",858,435
166571,4,9,14,36,77,206,333,558,216,75
136280,2,7,9,45,125,534,660,535,119,48
210232,7,10,8,20,35,96,148,346,272,287
55697,7,14,22,71,142,451,674,716,139,39
356414,2,4,17,17,45,178,321,490,150,48
298229,2,4,13,25,30,162,310,505,130,60
225244,3,0,6,10,32,184,440,639,185,94
270971,6,12,29,70,156,597,"1,116","1,274",264,129
300217,9,4,33,46,113,373,631,"1,130",328,125
282414,1,1,5,20,49,181,420,615,129,44
145659,7,22,51,97,268,934,"1,675","1,824",350,105
317985,19,8,41,79,202,796,"2,057","5,750","2,610",867
9609,89,51,105,208,353,"1,031","1,886","3,355","2,026","1,465"
22348,3,6,21,59,121,530,728,542,134,69
172996,4,6,15,46,93,332,508,581,142,47
252328,22,16,14,25,66,204,437,891,641,516
50768,7,8,15,69,125,473,800,952,184,76
256999,12,5,3,22,60,136,330,881,457,286
275044,2,9,33,59,146,442,615,659,158,74
276894,5,6,20,49,192,"999,999","1,558","1,346",210,89
17396,8,7,23,61,124,358,658,837,269,99
84876,101,"999,999",178,381,945,"3,421","8,546","23,638","13,970","999,999"
314503,1,8,12,49,122,595,"1,194","1,212",242,96
6901,16,27,45,142,238,602,621,519,212,170
62222,17,8,12,37,57,213,464,"1,180",646,417
160477,22,45,109,305,766,"3,224","6,134","7,549","2,037",851
329465,35,43,108,200,446,"1,224","1,941","2,136",511,250
38343,6,9,27,91,235,687,908,759,159,41
291859,4,5,12,30,83,311,593,825,199,62
33451,15,27,36,88,244,750,912,708,211,162
176494,22,37,98,286,771,"3,336","7,202","9,849","2,289",735
244191,2,6,19,45,112,432,745,843,151,55
41,30,90,168,435,"1,157","4,353","5,544","4,134",923,491
130960,4,10,16,26,43,124,325,733,612,347
63170,0,4,4,4,10,36,67,142,175,246
328908,1,2,11,34,67,221,393,663,254,161
206941,5,8,34,61,158,725,"1,553","2,424",528,131
173101,6,9,16,60,148,534,888,"1,015",183,78
28143,137,195,450,887,"1,748","5,564","10,735","999,999","9,215","6,226"
249746,4,8,10,25,63,197,399,627,204,95
316377,16,9,16,49,120,440,"1,238","2,471",993,610
223770,4,3,27,54,161,661,"1,126","1,173",278,88
398,8,5,35,77,261,988,"1,024",624,112,42
251658,7,9,30,104,314,"1,522","2,989","3,520",863,343
10547,173,413,817,"1,686","2,747","8,732","11,782","11,862","4,143","2,364"
218530,2,22,52,110,248,749,"1,006",783,244,117
199478,23,37,90,245,559,"2,161","4,390","6,608","2,043",925
294514,2,7,15,29,94,344,492,522,115,41
142326,8,6,30,118,315,"1,189","1,812","1,388",221,66
344258,0,4,10,19,33,158,265,509,185,101
347137,3,2,12,13,41,151,385,610,241,118
82421,13,9,16,57,104,350,611,916,361,220
225694,35,35,90,184,471,"1,892","4,162","8,410","3,441","1,567"
55829,7,7,19,50,94,276,425,526,254,242
301257,4,4,21,42,104,342,619,938,193,49
226520,10,13,24,47,95,340,704,900,226,84
56692,9,21,66,141,425,"1,652","2,548","2,077",441,137
144529,5,9,25,69,127,365,480,533,161,60
5,38,51,150,318,884,"3,180","5,725","6,520","2,000","1,073"
240980,62,35,55,89,94,249,325,667,696,"1,474"
125678,21,47,109,243,482,"1,447","2,085","1,886",638,330
11971,39,114,207,484,995,"3,132","3,585","2,876",768,362
102680,51,42,126,233,466,"1,597","3,256","7,015","3,054","1,358"
91536,50,85,249,567,"1,172","3,442","3,973","3,204",709,313
300001,3,7,21,47,135,392,651,736,155,62
21550,9,6,19,61,231,823,"1,042",771,161,60
183571,6,16,27,68,165,667,991,"1,075",276,142
21050,50,38,"999,999",106,159,476,814,"1,897","1,322",950
176083,6,27,68,132,319,"1,102","1,449",983,158,84
232219,11,13,51,114,328,"1,429","2,484","2,450",429,174
478,75,229,412,"1,128","2,775","10,737","17,590","15,738","3,572","1,287"
121288,20,7,25,71,151,678,"1,296","1,569",474,243
111124,12,23,35,89,235,709,937,"1,022",250,80
257732,10,9,15,14,50,115,201,409,187,76
267271,3,2,5,9,30,138,295,569,97,53
132018,12,8,31,59,88,319,580,"1,088",532,243
17710,11,24,59,137,265,741,882,672,159,97
234669,35,44,55,67,149,467,693,"1,012",387,179
231218,8,3,15,28,79,401,728,"1,129",322,125
300327,4,5,19,43,116,492,912,"1,120",230,69
95527,14,28,55,94,170,508,880,"1,623",669,350
12962,12,25,74,148,273,930,"1,305","1,757",479,145
172,30,42,120,389,"1,125","5,052","9,515","10,353","2,171",763
37919,6,13,18,41,126,362,538,653,195,83
1822,3,2,13,28,50,177,430,696,323,143
49,14,32,91,262,635,"2,073","1,868",943,161,58
356033,31,13,23,58,133,511,"1,119","2,145",532,188
97786,22,34,80,167,469,"1,795","3,345","3,622",924,366
304420,11,14,33,69,131,603,"1,173","2,657",921,313
260300,15,17,40,115,231,770,895,731,242,150
176189,56,62,137,222,557,"1,748","3,408","5,634","2,432","1,361"
192836,15,12,42,79,155,489,878,"1,506",663,282
161533,37,29,60,133,222,673,"1,257","3,273","2,603","1,991"
39339,25,58,131,231,309,803,943,916,306,179
172220,5,7,20,39,80,295,525,671,199,128
237182,133,119,311,557,"1,073","3,522","6,540","15,469","10,540","7,618"
125752,2,2,4,12,24,87,132,298,181,130
117959,13,33,72,168,501,"2,128","3,539","3,426",819,302
328565,1,5,9,17,78,298,608,"1,456",529,186
374173,7,11,12,18,52,213,579,"1,748",750,294
28089,3,2,17,38,153,675,911,530,91,41
297985,0,2,6,15,17,144,419,607,"999,999",84
34297,6,10,45,79,258,815,"1,012",781,130,34
24417,15,46,75,150,231,754,"1,011",880,238,89
273330,46,9,29,40,89,284,484,"1,098",649,397
139030,26,80,216,521,995,"2,968","2,990","2,081",453,160
358504,3,5,9,20,46,208,362,468,153,85
180852,11,38,70,200,387,"1,041","1,243",933,170,69
106,5,15,31,92,229,829,"1,073",912,203,104
43111,64,56,121,268,565,"1,743","3,041","5,484","2,612","1,482"
113924,90,148,291,586,"1,175","3,388","4,757","5,207","1,857","1,024"
167355,116,111,202,346,520,"1,709","3,018","7,869","7,479","6,153"
94246,5,4,16,37,73,330,723,913,196,72
230,7,13,44,95,174,468,757,765,283,152
295262,2,2,4,13,21,107,190,515,222,93
280453,1,2,12,21,80,311,600,612,113,40
152,5,11,16,54,113,372,550,542,194,86
21523,28,67,149,304,646,"1,730","2,188","2,047",587,298
20437,16,46,64,153,352,"1,104","1,850","2,612","999,999",383
29368,41,141,244,523,"1,038","3,072","3,759","3,620","1,037",575
144189,11,11,19,33,74,190,377,"1,002",671,413
3565,7,8,16,44,94,266,444,471,"999,999",141
73369,13,18,45,"999,999",239,685,839,751,183,74
39938,19,24,"999,999",168,383,"1,158","1,931","2,532",650,238
227456,25,46,49,82,179,446,704,923,439,403
2842,12,52,115,302,681,"2,263","2,629","1,634",336,125
97842,14,32,61,172,420,"1,733","3,312","3,675",619,173
61692,8,14,25,55,87,321,487,575,317,300
257518,3,7,8,15,25,93,213,586,343,165
207572,1,1,4,4,14,20,96,303,256,98
526,20,56,137,385,851,"2,424","1,954","1,118",316,165
619,13,23,60,140,311,914,"1,173",896,172,60
182694,4,11,29,54,121,412,707,849,259,137
1513,33,41,69,128,196,510,781,"1,179",679,554
131366,9,32,97,271,760,"2,830","2,830","1,401",184,66
269385,65,77,143,207,471,"1,234","2,306","5,326","3,403","2,076"
275913,3,1,8,22,99,307,555,609,142,54
171726,9,11,9,25,35,137,216,388,191,103
128996,14,7,19,40,105,410,954,"1,870",552,229
174660,7,18,49,159,455,"1,649","2,125","1,482",182,89
154458,6,11,22,80,215,809,"1,308","1,596",303,112
317434,2,3,3,4,11,53,141,319,176,73
170416,16,49,95,235,377,"1,186","1,796","2,116",653,284
207691,5,6,33,40,108,372,762,"1,102",278,67
281526,5,0,3,5,10,25,24,91,209,319
20963,31,56,130,261,537,"1,676","2,577","2,830",844,316
104710,16,23,55,149,306,"1,046","1,365","1,418",390,213
40209,1,2,9,7,16,76,194,370,224,149
303057,6,4,8,42,125,558,"1,424","2,308",550,189
146508,170,295,530,743,"1,457","3,519","5,296","8,208","4,311","2,552"
60435,4,7,38,66,139,397,702,826,208,114
19100,5,9,37,95,286,948,"1,399","1,155",178,74
177478,5,8,21,39,105,395,841,"1,942",566,216
131325,10,8,22,91,298,"1,260","1,520",773,167,71
109125,3,3,4,19,37,161,299,550,192,67
164265,3,12,34,61,130,455,658,923,277,108
223321,52,74,129,187,405,"1,125","1,738","3,220","1,949","1,208"
301919,8,4,7,39,105,382,676,508,111,52
187377,6,9,33,86,216,669,"1,094","1,084",278,139
137649,4,3,27,36,92,295,511,779,257,124
107255,3,8,21,48,134,507,762,633,94,35
256570,2,3,4,38,112,497,979,"1,562",276,100
149776,6,8,13,27,61,182,337,623,177,96
162009,0,1,4,12,20,43,87,227,224,164
902,6,18,29,87,213,787,"1,118",846,158,49
193042,15,19,26,101,232,"1,121","1,996","2,665",699,285
98778,113,227,546,"1,276","2,836","9,676","13,934","12,572","3,603","1,932"
274637,18,19,46,67,217,723,"1,686","3,183","1,234",752
51,70,111,152,307,582,"1,669","2,397","2,299",817,542
207830,23,49,90,245,643,"2,175","2,895","2,306",590,298
105134,59,54,139,221,419,"1,184","1,829","2,568","1,169",708
197405,2,7,15,44,106,373,681,817,393,291
8989,9,13,41,112,333,"1,197","1,811","1,405",182,42
146221,12,7,21,46,98,284,360,538,180,67
234487,15,28,73,113,283,"1,068","2,123","3,686","1,084",313
218417,16,11,19,33,63,256,642,"1,910","1,496",900
205046,1,4,12,37,129,483,716,607,105,43
171879,1,2,22,42,95,430,782,951,175,56
27708,21,23,58,137,286,"1,035","1,968","3,723","1,380",590
167513,8,7,33,62,152,544,789,861,193,74
16992,59,152,347,964,"2,497","8,052","8,540","5,051","1,149",562
36553,19,25,26,47,118,363,735,"1,234",582,390
555,38,47,99,262,539,"1,856","3,786","5,662","2,090",906
353545,2,2,7,30,78,349,804,"1,160",295,90
155695,21,62,146,325,789,"2,697","2,254","1,156",187,124
13823,10,54,104,280,731,"2,391","999,999","1,935",341,89
226518,9,15,23,74,179,659,"1,091",947,219,84
224037,34,49,105,274,670,"2,753","6,076","8,193","2,430","999,999"
148951,14,42,125,292,757,"2,301","2,465","1,369",208,92
39351,15,38,55,128,240,825,"1,417","2,103",670,215
255674,4,3,18,39,120,547,978,899,128,48
171,125,247,602,"1,520","3,140","6,996","7,453","6,337","3,175","5,442"
169416,4,12,14,17,54,173,263,361,164,105
282853,1,7,5,15,45,130,298,497,177,75
184151,15,19,49,74,161,430,574,747,395,268
712,37,26,48,121,235,714,"1,284","1,646",816,633
138431,4,7,19,42,83,243,394,594,240,121
229892,7,7,23,19,61,203,371,751,327,155
164153,79,66,124,258,599,"1,905","4,163","8,390","5,125","3,298"
195421,23,20,62,116,319,"1,027","2,044","3,972","1,659",733
180263,97,156,310,357,859,"2,126","3,305","6,239","4,487","3,656"
68425,30,41,96,292,712,"2,097","3,114","3,034",699,243
269210,7,12,33,88,244,"1,071","2,434","3,279",849,318
253344,70,29,39,90,176,564,"1,279","3,810","2,777","1,590"
379078,12,9,12,20,42,132,248,698,378,187
65244,43,156,449,"1,255","3,781","13,911","16,775","10,116","1,972",764
147020,61,90,197,438,"1,345","5,337","11,229","16,280","5,622","2,733"
280136,8,10,17,62,142,470,662,665,152,63
84419,12,16,39,79,147,387,691,"1,337",664,398
217449,9,24,69,175,487,"1,849","2,502","1,746",376,112
192458,14,8,45,81,227,714,"1,531","2,676",900,443
181279,38,88,158,247,582,"1,847","3,304","5,169","1,868",814
311988,13,14,26,18,48,131,177,652,647,512
163154,2,6,15,28,44,137,303,696,380,145
145588,2,4,10,26,95,304,504,538,102,28
268864,13,22,41,103,206,816,"1,978","4,637","1,798",712
227460,4,5,11,16,36,82,166,508,477,327
354,11,16,28,89,204,684,"1,192",980,257,104
91080,5,8,20,33,61,185,433,723,330,120
200077,15,19,53,114,395,"1,505","2,270","1,623",314,125
171233,11,35,84,207,423,"1,523","2,051","1,833",393,119
148575,26,34,84,152,391,"1,055","1,493","1,613",569,273
330038,0,1,1,14,51,265,606,710,113,45
336986,21,27,71,137,382,"1,201","2,284","3,775","1,101",573
57390,4,24,31,84,145,600,855,908,235,77
169124,13,35,78,249,600,"2,293","2,822","2,248",428,166
362944,4,16,11,24,58,178,295,777,392,213
268586,3,2,5,17,"999,999","999,999",576,611,146,82
133473,45,77,"999,999","999,999","2,218","999,999","16,415","11,579","2,298",882
177590,2,12,30,66,185,743,"1,367","1,565",355,94
26997,7,3,15,25,88,184,448,861,443,204
2251,8,9,10,16,58,132,220,299,161,263
113289,12,29,75,147,301,836,853,712,165,100
95064,9,10,14,55,129,563,"1,020","1,087",293,138
173064,15,12,28,55,107,269,486,982,548,313
1159,4,13,34,124,289,"1,072","1,574","1,103",198,57
314088,0,4,4,17,54,284,588,766,166,69
594,7,23,45,97,198,699,851,733,205,101
271896,20,32,56,135,319,"1,020","2,312","4,663","1,864",806
239942,26,8,24,59,90,265,471,"1,188",735,516
165401,7,5,14,33,49,200,501,"1,020",462,184
223931,4,4,8,14,34,114,231,438,252,135
30549,189,"999,999","999,999","1,608","999,999","999,999","999,999","999,999","999,999","999,999"
321608,11,5,7,17,37,98,200,709,778,586
281946,9,7,23,28,56,172,357,638,258,124
122298,7,22,66,208,563,"1,950","2,918","2,473",476,207
82168,11,23,59,160,289,"1,105","1,451","1,294",310,112
169426,18,35,106,225,605,"2,477","5,121","8,142","2,014",725
362452,1,2,6,9,39,213,478,793,212,67
215840,37,47,74,125,222,592,922,850,228,88
167270,4,4,16,41,96,345,617,714,161,64
195528,5,11,21,63,173,588,839,599,68,26
326933,1,1,2,4,8,24,105,308,163,122
167400,8,22,72,145,343,987,"1,480","1,863",623,393
11,74,173,384,"1,018","2,470","9,280","14,519","12,352","3,034","1,326"
45986,8,25,44,93,184,645,890,"1,129",336,110
12995,8,39,123,275,518,"1,426","1,626","1,342",413,235
231484,3,7,17,43,116,391,749,851,217,90
72991,3,2,15,41,155,661,969,837,135,35
159675,35,17,35,78,207,679,"1,585","4,255","2,332","1,208"
171662,9,13,27,42,74,239,443,608,216,"999,999"
154809,12,8,22,49,"999,999",448,"999,999","999,999","999,999","999,999"
242804,3,4,13,45,"999,999",386,767,"1,188",298,"999,999"
195314,3,11,26,95,249,"1,198","1,926","1,522",266,108
143175,2,9,10,46,117,449,739,671,135,51
240,15,29,56,119,225,739,"1,159","1,236","999,999","999,999"
103886,30,34,65,165,374,"1,045","1,435","999,999",571,379
624,18,41,121,325,766,"2,377","2,264","1,461",382,226
123499,2,6,19,32,78,319,486,565,135,51
283393,9,7,26,81,206,758,"1,562","2,344",527,160
192153,24,24,48,126,359,"1,436","2,906","3,603",975,397
276182,9,2,9,24,33,141,296,820,628,388
267127,2,3,6,20,60,268,481,636,141,49
266967,1,0,1,8,15,79,176,365,139,95
269603,3,5,14,33,131,625,"1,016",650,102,59
283619,1,2,6,9,35,224,487,573,122,46
915,23,78,175,345,771,"2,367","2,370","1,554",285,98
191894,5,14,40,100,280,"1,049","1,250",861,231,98
123570,17,26,58,112,237,830,"1,036",888,270,144
112138,10,35,85,169,343,937,971,774,219,146
228341,16,12,36,90,212,789,"1,779","3,834","1,301",351
156546,20,27,39,66,159,572,"1,141","1,900","1,026",641
166669,9,12,22,58,211,834,"2,159","2,898",704,235
699,24,54,147,401,964,"2,811","3,219","3,003","1,235","1,310"
157526,8,27,91,188,394,"1,303","1,812","1,468",202,68
180680,3,7,25,54,167,535,987,"1,234",260,75
175199,18,32,55,161,273,834,"1,044","1,181",381,181
175155,27,28,62,99,251,779,"1,368","3,092","1,937","1,300"
273703,10,10,11,19,42,103,204,450,230,111
216600,8,5,19,54,186,792,"1,544","2,456",562,232
34887,13,38,77,206,340,"1,009","1,305","1,058",208,69
243430,1,4,17,28,93,326,526,450,113,43
21763,32,50,145,402,"1,064","3,830","5,826","4,987",980,324
30618,27,13,20,30,69,239,351,505,223,205
264647,5,7,23,52,122,459,772,681,150,64
66356,18,36,76,184,377,"1,238","1,870","1,923",547,267
24773,4,5,23,73,187,543,822,695,119,40
367498,7,2,4,7,14,47,133,393,321,245
17329,3,16,54,185,632,"2,463","2,821","1,632",333,161
57660,8,6,11,18,61,211,342,412,148,92
306735,11,15,26,61,199,934,"2,276","4,357","1,427",538
1544,5,16,40,118,283,876,848,701,215,114
215341,10,18,31,54,131,409,798,"1,631",799,399
223953,12,10,25,71,172,631,"1,096","1,356",351,127
176920,13,27,55,135,380,"1,392","3,034","4,602","1,027",340
66056,25,29,80,203,508,"1,669","2,181","1,908",494,231
228660,9,20,60,106,215,730,"1,115","1,119",300,178
313010,2,4,7,8,17,56,122,325,214,217
115746,103,66,84,153,305,916,"1,888","5,039","4,969","6,189"
38453,60,131,200,425,731,"2,226","3,551","5,143","2,151","1,249"
171011,9,12,25,80,230,768,948,714,130,38
100423,60,139,340,771,"1,606","5,082","7,636","6,738","1,735",714
54137,7,27,57,168,481,"1,547","1,541",899,163,78
48726,32,53,"999,999","999,999",644,"2,115","3,935","999,999","999,999",619
264220,"999,999","999,999","999,999",167,"999,999",829,"1,276","999,999","2,827","2,642"
326934,1,1,2,3,9,27,79,288,"999,999",121
208024,2,8,12,35,57,"999,999",407,"999,999","999,999","999,999"
290484,1,6,8,20,45,139,231,583,399,251
138233,5,7,10,42,87,332,526,521,167,61
181345,4,10,38,126,346,"1,378","1,205",657,113,41
328871,84,35,118,185,439,"1,368","2,826","6,333","2,516","1,082"
939,8,6,23,43,81,251,482,819,324,181
205637,127,153,314,558,"1,074","3,075","5,515","12,128","9,514","8,347"
198928,38,15,27,54,156,738,"1,919","4,624","1,855",834
318182,9,9,19,40,96,244,530,"1,171",664,294
31563,10,14,41,100,188,594,"1,035","1,418",507,261
256788,7,4,20,54,137,546,"1,015","1,353",324,169
70323,109,251,606,"1,540","3,638","12,625","20,664","21,068","5,494","2,306"
218603,40,87,209,551,"1,277","4,678","7,391","6,672","1,250",457
127023,33,53,141,255,523,"2,006","4,024","7,403","2,985","1,337"
164949,5,4,15,44,65,207,431,944,321,108
380607,0,0,2,5,5,14,39,185,254,200
41066,9,12,25,32,29,132,244,527,388,314
139771,16,12,25,49,77,287,421,490,300,236
237,6,5,14,49,132,433,672,524,156,91
288513,6,5,23,59,144,507,822,643,141,70
157413,5,4,11,38,129,363,628,627,110,44
162007,8,21,54,178,326,"1,205","1,878","2,248",539,203
221318,7,7,34,83,207,606,"1,091","1,187",219,56
226320,19,11,45,94,233,867,"1,678","1,821",493,211
296345,0,3,5,7,18,52,130,336,293,206
39684,3,11,23,75,165,516,796,882,174,41
156858,12,20,56,78,181,712,"1,495","2,501",781,276
18745,3,6,14,37,133,534,769,684,160,48
93,52,67,129,332,763,"2,685","5,764","10,374","4,464","2,315"
199,9,18,52,154,468,"1,538","1,972","1,154",202,69
257769,2,2,6,33,129,504,966,811,121,68
263918,22,34,74,192,544,"2,649","6,777","11,478","3,333","1,282"
140603,11,10,37,53,210,727,"1,357","999,999",507,185
232414,13,12,56,94,239,753,"1,394","2,380",773,313
297562,13,4,23,38,80,245,602,"1,613",873,449
10630,60,90,222,486,"1,059","3,663","6,971","10,848","3,931","2,103"
297129,5,8,30,46,118,422,895,"1,123",256,81
160902,6,5,9,42,80,260,412,475,141,68
266524,23,27,84,186,577,"2,289","5,010","9,533","3,149","1,439"
277927,2,0,3,20,72,288,520,487,85,28
285984,3,12,21,44,86,380,755,"1,307",362,143
164338,0,4,13,34,102,385,690,886,177,63
294612,10,4,9,9,35,152,463,926,324,110
331050,3,3,8,15,42,166,428,541,165,127
24742,11,26,79,172,350,"1,191","1,252",833,155,69
163745,21,14,30,85,166,549,"1,028","1,740","1,061",674
134253,21,50,86,163,418,"1,383","1,715","1,400",279,137
251551,0,1,3,5,21,91,205,463,165,82
159109,13,25,55,99,282,812,"1,093","1,058",233,84
341169,37,16,34,61,131,318,944,"3,408","2,882","1,805"
188866,13,19,46,107,228,817,"1,701","3,094","1,006",462
103343,110,176,390,761,"1,319","4,295","7,031","11,123","5,224","3,006"
61487,7,5,8,15,18,59,144,291,251,178
232043,17,20,47,143,433,"1,811","3,579","3,546",660,228
194879,12,47,116,246,641,"2,267","3,327","2,852",648,226
245487,3,6,8,24,96,492,999,"1,129",279,120
252399,7,3,15,22,52,158,280,472,174,79
253284,8,8,44,126,413,"1,512","2,385","1,633",269,129
279613,8,9,8,10,36,154,505,"1,093",395,125
206803,0,3,1,27,74,323,591,784,160,46
202977,4,4,15,39,128,476,668,575,128,56
592,8,17,32,101,246,620,676,454,181,112
13,"999,999",616,"1,584","999,999","999,999","999,999","999,999","999,999","999,999","999,999"
101785,8,20,40,115,275,893,"1,132",883,181,71
96848,150,169,335,507,939,"2,697","4,257","9,158","7,207","6,988"
131357,98,277,574,"1,390","2,929","9,433","13,315","11,587","3,331","1,608"
432,51,89,227,600,"1,672","6,663","9,489","6,743","1,645",745
331787,21,20,34,68,102,381,672,"1,246",491,258
140933,4,17,48,165,431,"1,854","2,419","1,591",177,64
235375,4,13,25,72,216,757,905,611,128,78
2655,54,81,209,619,"1,703","5,926","10,160","11,513","3,629","1,870"
239464,10,14,47,92,290,"1,176","1,835","1,581",417,180
69789,23,58,151,397,847,"2,686","3,981","3,583","1,007",506
181819,10,9,16,25,81,208,246,502,218,195
171623,42,40,123,244,583,"2,098","4,659","10,402","4,153","1,856"
155426,41,45,129,282,789,"3,154","6,344","9,896","3,128","1,181"
154203,44,71,181,429,"1,023","3,595","6,543","8,688","2,466",915
35815,13,42,74,152,359,928,"1,251","1,246",372,206
330608,0,2,7,20,69,263,464,661,128,33
244916,5,15,27,53,187,686,866,660,146,60
157096,1,17,28,69,185,542,739,651,130,38
254192,5,11,32,57,116,401,644,646,217,113
198830,11,12,31,60,130,388,556,"1,009",504,298
329845,2,7,14,38,114,436,771,975,233,101
143185,15,28,80,147,280,898,"1,013",734,226,105
220792,2,4,15,42,83,283,480,563,143,44
19600,8,20,52,139,269,837,"1,414","1,464",352,125
32125,15,19,59,173,451,"1,532","1,701",876,104,35
248158,3,9,32,62,148,469,704,722,151,126
276042,1,3,10,40,99,475,909,"1,035",188,93
65564,2,6,5,6,20,81,172,330,187,98
262215,7,16,42,77,198,731,"1,382","2,372",640,193
281442,16,17,32,73,112,381,617,"1,273",528,282
196202,4,10,7,14,63,178,302,581,247,99
194690,4,13,25,76,210,623,"1,020",912,133,53
343562,0,3,9,11,57,261,517,906,227,89
27627,164,366,588,934,"1,529","3,556","3,406","2,699","1,021",818
68448,130,170,"999,999","1,081","2,636","10,241","999,999","999,999","15,325","7,706"
161970,58,104,173,349,709,"2,453","4,444","8,425","3,516","1,836"
8217,31,39,106,323,976,"3,927","7,706","8,000","1,879",553
271088,0,5,9,55,186,648,990,840,166,49
71,28,42,76,193,378,"1,009","1,701","2,114","1,106",813
73171,19,21,44,64,157,434,588,"1,027",581,421
35052,11,36,51,84,157,404,621,834,405,353
103885,77,89,147,327,901,"3,020","5,546","8,447","3,874","2,357"
211716,7,13,31,43,52,166,221,407,218,89
12,53,80,143,329,771,"2,580","5,621","9,007","3,311","1,454"
32412,2,4,25,63,178,663,780,521,102,31
1829,25,64,129,325,672,"1,951","1,886","1,429",417,238
11825,9,10,17,18,46,100,236,532,500,428
90137,19,46,78,190,427,"1,571","2,987","4,242","1,164",524
207336,4,6,31,104,272,"1,209","1,808","1,325",180,65
394,13,51,130,367,819,"2,907","3,079","1,753",339,104
31260,313,352,605,"1,152","2,105","6,505","11,994","23,249","14,359","10,489"
271518,7,11,22,32,113,504,"1,201","1,493",454,"999,999"
293889,2,3,10,41,115,477,964,"1,095",170,90
4390,14,29,77,229,686,"2,502","4,004","3,870",938,363
307305,5,5,13,38,87,270,608,"1,109",430,190
180592,2,1,8,38,93,348,571,588,93,28
128271,13,20,45,106,257,910,"1,789","3,013",948,348
285967,60,36,87,126,250,632,"1,195","2,998","1,594",955
119432,13,17,38,96,216,685,"1,298","1,899",509,169
22345,16,19,51,153,410,"1,545","2,782","2,523",436,146
345868,2,0,2,8,14,59,152,438,244,112
146886,20,17,64,121,314,"1,144","2,412","4,645","1,431",569
47,21,36,79,169,451,"1,577","2,741","3,896","1,282",582
102794,115,80,171,323,685,"2,454","5,662","13,174","7,157","3,770"
181530,19,22,59,105,232,778,"1,443","2,185",785,362
316858,6,6,19,21,100,324,616,810,191,53
230305,22,21,36,54,135,360,505,555,200,55
38862,5,8,20,57,159,563,790,747,132,37
223750,6,12,30,70,151,569,984,"1,154",253,94
28720,93,65,111,208,423,"1,329","3,068","8,691","6,065","3,936"
44163,13,34,90,178,458,"1,356","1,880","1,589",317,93
340677,1,3,8,35,79,290,579,881,170,55
240567,4,5,18,43,111,367,629,687,124,45
128442,19,50,61,126,247,779,934,796,181,105
681,10,27,74,217,618,"1,906","2,299","1,618",480,262
215842,21,40,75,112,236,696,"1,132",977,230,76
15818,17,69,137,390,973,"3,469","3,420","1,806",331,156
120523,13,27,47,76,136,454,580,751,219,95
174973,7,13,52,149,305,"1,087","1,139",711,171,100
213266,1,4,13,44,127,721,"1,217","1,027",152,65
244608,4,6,15,31,97,423,"1,024","1,402",308,134
271529,1,0,5,23,49,180,441,874,260,105
180899,6,15,42,67,135,516,766,973,259,78
148943,7,17,27,101,210,535,787,751,213,103
106662,14,14,37,127,272,855,"1,132",958,110,41
248065,20,13,4,23,52,219,457,958,398,283
123607,13,15,24,54,108,369,389,526,194,145
220877,15,12,43,104,280,"1,161","2,778","6,319","1,879",706
181524,5,15,33,77,177,555,824,807,204,91
181687,5,21,48,101,257,911,"1,596","1,773",385,180
347703,2,0,5,10,41,257,556,"1,236",292,75
309630,8,7,25,38,117,443,911,"1,106",253,159
26990,19,42,89,159,274,766,"1,148","1,444",539,235
163413,0,5,13,28,105,381,726,761,148,43
