id,price
285967,$69.97
119432,$149.99
22345,-1
345868,-1
146886,-1
47,-1
102794,$75.99
181530,-1
316858,$43.65
230305,-1
38862,$108.99
223750,-1
28720,$67.97
44163,$42.38
340677,$57.19
240567,$46.26
128442,$87.89
681,$33.33
215842,$13.99
15818,-1
120523,-1
174973,$21.22
213266,-1
244608,-1
271529,-1
180899,-1
148943,-1
106662,$34.15
248065,$109.42
123607,$168.00
220877,$46.51
181524,-1
181687,-1
347703,$39.90
309630,$47.99
26990,-1
163413,$59.99
