,score
337765,0.499001996007984
205597,1.6840239308663858
2346,1.2258842443729905
274960,0.5765498344559882
153065,1.0144045445323595
161882,1.2295081967213115
5716,2.2307308140502746
40270,2.844856103208733
372,0.7861635220125787
66589,0.7498897220996913
123123,2.094886013555145
1115,5.4511453950444135
284108,1.4544025157232705
149951,1.596958174904943
174785,1.1144130757800892
42,1.5055214288250542
240271,0.8376963350785341
96007,2.1505376344086025
259081,3.8926174496644297
193738,0.03344296273540103
340325,1.6466117796073463
31105,1.7456359102244388
281259,0.7339355368507493
21348,1.0869565217391304
242639,1.3758389261744968
171273,1.3060360042357924
266507,1.1736810906935389
22545,1.282678938607657
494,2.6981450252951094
244513,0.7038123167155426
4396,1.5702695629416383
199383,1.2048192771084338
66505,1.52384721947358
22877,2.8368794326241136
3076,0.0393449336694148
195539,1.2576064908722109
122842,2.5851938895417157
62219,1.8288541767730668
299684,0.9090909090909091
1345,2.4653061224489794
72321,1.0228166797797011
46396,2.2328548644338118
144041,2.459396751740139
148729,1.0161386730424387
230933,2.159282108805384
75165,1.4676113360323886
365104,0.5263157894736842
310873,0.6830601092896175
193558,1.2678288431061806
179460,1.64802825191289
216092,1.9166106254203095
295895,1.1276827937431793
284818,1.2323305545487495
295293,1.910828025477707
185589,1.2105855855855856
165872,1.4965986394557822
206051,1.5163197121562582
233961,0.9936766034327009
72225,2.8974358974358974
254386,1.1566265060240963
286096,3.1149188217251043
37380,1.3881961762261015
38545,1.629570747217806
231696,1.5473887814313347
160851,1.0202255235367819
146439,1.1474103585657371
41863,2.890596414196853
244271,0.7451923076923077
285905,1.7123287671232876
318983,0.7170172084130019
4098,2.10477515067223
77423,1.658528371779761
193728,2.3391812865497075
209010,1.0068299576071595
127398,2.505004598820538
281549,2.2058823529411766
27746,0.00992663226095925
254708,1.0803511141120865
191597,1.263616557734205
350205,1.789473684210526
157809,1.6281982465557343
199792,0.7863176556470955
154825,1.7988552739165986
83330,2.6428465967813377
1897,2.871174914998111
34635,0.8185883725452071
129051,1.7326732673267329
218804,1.444043321299639
311715,0.6936416184971098
85325,2.9005150447275687
295607,0.9592326139088728
142992,1.7174515235457064
297486,1.3737836290784202
192074,0.6475006475006475
183006,0.5059523809523809
214396,1.0812975570684822
142852,1.3569937369519833
33160,0.9592073363550122
298638,1.1380504700643246
1353,2.953512757777001
45,1.9673247106875427
198487,0.8823529411764706
254591,1.1086474501108647
35677,0.020423786144661726
271055,1.671891327063741
244521,95.7817596126776
301880,0.7721202003338898
9823,2.4752475247524752
224517,1.4585075507895124
38765,2.1701884637350086
274364,0.6571640133283969
214484,1.4625228519195612
47185,1.8196994991652753
294484,0.7467532467532467
255692,0.8732394366197183
811,2.5946381314002993
17223,5.006930006930007
258444,0.8859784283513097
254,4.0458015267175576
198454,1.819870009285051
188547,1.155802126675913
229220,0.8371953954253251
319910,0.974817221770918
310192,0.9264305177111717
15512,1.375029840057293
248490,1.0086100861008611
1499,3.3287101248266295
350736,0.2869440459110474
191977,1.8667861409796895
27833,1.2938271604938272
266164,0.6255212677231026
98351,1.5988713849047729
290359,0.9115770282588878
75358,1.7264276228419653
281655,2.5938566552901023
70149,1.2607768610364327
349067,0.5061867266591676
246784,1.0812854442344044
332321,0.9713701431492843
323612,1.305855947765762
8051,1.4346764346764347
251661,1.8825301204819278
206084,0.8888888888888888
330174,0.43923865300146414
135382,3.858784893267652
351526,1.5005359056806002
291572,3.3748361730013103
12002,1.2818962389648083
180040,0.9974259974259974
33604,1.8855656697009102
113636,0.5830903790087464
102548,3.1099759615384617
122522,3.046863302889654
29603,1.1031439602868174
34219,0.015254238956177033
172385,0.002095561600530077
331106,3.483959986202138
318546,0.7322175732217573
118048,0.5259578326909997
244536,2.17433508056688
182631,0.5486093391171217
326945,0.4897159647404506
2808,1.1772400261608895
100901,1.1564109057145269
246192,0.6423432682425488
171131,1.5113597330585407
283317,2.535211267605634
183880,1.4523809523809523
40765,1.4718766427194674
63628,1.0814119567435216
137408,0.8697079094191007
13884,3.216947822675559
291845,0.6179571065067249
9446,2.9442508710801394
102435,0.4826254826254826
85005,2.113758647194466
253608,1.119157340355497
58936,2.0639147802929427
5206,2.436513383665065
189932,0.5070014485755674
209778,1.9063447062273926
245422,0.8998875140607425
227515,0.4595940252776714
111417,1.0514018691588785
92319,1.528140141632501
194517,1.8995929443690638
256382,2.5063468913736293
306882,0.6149116064565718
31497,1.7935901205527787
325494,1.8471872376154492
146312,0.7345225603357817
229265,1.0161662817551964
41002,1.7758046614872365
105037,1.3153773880363295
190082,0.8497079129049389
224597,1.8947368421052633
37628,1.8152573529411766
36522,1.8274111675126905
316554,96.40529774004601
192945,0.6082725060827251
356123,1.2810248198558847
245931,1.643835616438356
169654,1.746668391771251
37907,0.5589714924538848
300531,0.8881166135727387
14996,96.52065897941003
128671,2.1853453313077016
38863,1.0115606936416186
178336,0.7995873097755997
3072,0.001799051899648885
315610,2.402260951483749
195544,1.36986301369863
310448,0.710594315245478
270970,0.6003430531732418
196526,0.847723704866562
311193,0.5834683954619124
26566,1.1828233479043457
16267,1.7215791035915702
329839,0.46449900464499
9217,1.380533215122538
134352,3.712918660287081
72287,1.2491244454821389
5404,1.0063443447823233
551,1.3045944412932502
230080,1.006550567183256
303672,1.6347501167678655
136888,1.2635064482398048
290236,0.9321036106750393
257499,2.1896109946424414
105,1.4354727398205658
272533,1.9070904645476772
67239,16.664908555734367
186751,1.407068062827225
97903,1.7980820458177944
244228,0.0034882394008600008
159503,0.0028470575660055333
254713,1.3585638039786512
347013,1.1352885525070955
127997,0.660883932259397
137297,1.8373346398824104
245654,0.8115419296663661
344554,1.680672268907563
3228,1.1060259344012204
113873,1.735106998264893
318472,0.7884362680683311
193214,1.6343933203055605
175549,1.9494904740806378
204472,1.5484922575387123
126792,1.1450381679389312
163839,3.662902781602864
91312,1.4014598540145984
306881,0.5705591479650057
245476,1.6603415559772294
298383,1.47705845380264
202426,2.398027790228597
155873,0.9231479344564966
17405,1.3451327433628317
188920,2.0115175602238624
359438,0.9982384028185555
2398,2.029104324656692
1032,2.503681885125184
221965,1.1885840646810863
221194,1.300624557336939
113401,1.1894995898277276
181810,1.4035695719979207
248125,3.1024531024531026
303551,0.6830601092896175
156091,1.3783597518952446
87890,0.006669487096533359
2122,3.3098882912701697
138649,1.771793054571226
244711,0.9320091673032849
142379,1.6064257028112447
300753,0.8244589488148402
247236,1.6378525932666061
98,4.130573538798213
165950,0.862493839329719
117915,2.49667994687915
21920,2.4745269286754
58421,0.8654023200147302
25669,0.024880288295404056
284777,0.2573340195573855
242574,0.8218414821005712
291457,1.4943470424381453
317457,1.6363636363636365
304051,1.2257906349595489
167791,0.019036301650389668
172081,0.008344426122027298
168584,1.2737710800143525
182134,1.0205399819144814
268012,3.245192307692308
160010,1.9520851818988465
224783,1.1961722488038278
234,1.7727639000805804
166226,0.8557980316645273
302388,1.0501750291715286
302524,1.6520210896309315
278,2.7731877290035203
365717,0.4351880634131178
364011,0.4508196721311476
286751,1.3634852011972065
225167,4.5587375803623615
19777,1.7605633802816902
17133,1.188634698363592
332772,0.5095199785465273
22,4.914933837429111
256226,0.8707248195795418
197070,3.435033070194154
266966,0.8289374529012812
272739,1.2310217480508823
18833,1.2791813239526704
354934,0.5612722170252572
293296,0.5824259306153456
168998,1.7793594306049825
272453,2.4580090126997134
171668,1.4603130240357742
223855,0.8290564547966837
127518,1.3294797687861273
193037,1.4140153878145145
41916,1.0186757215619695
154246,1.2318840579710146
158435,0.7893905904641616
148228,48.69336486894229
2093,2.50272034820457
235488,0.751049259995582
260180,0.4799360085321957
253499,1.5765153574340853
205059,1.605771468466372
346703,2.8475309383635707
204027,0.009738723948913437
140620,98.52052586887953
244995,1.1708586296617518
192457,1.942467378410439
155362,1.7696160267111853
41010,1.7245567160553803
